holiday,temp,rain,snow,weather,date,Time,traffic_volume
No,302.61,0,0,Clouds,25-07-2016,17:00:00,5203
No,302.22,0,0,Clouds,25-07-2016,18:00:00,3699
No,301.62,0,0,Clouds,25-07-2016,19:00:00,2886
No,300.36,0,0,Clouds,25-07-2016,20:00:00,2438
No,297.43,0,0,Clear,25-07-2016,21:00:00,2628
No,295.8,0,0,Clear,25-07-2016,22:00:00,1898
No,294.89,0,0,Clear,25-07-2016,23:00:00,1167
No,294.56,0,0,Clear,26-07-2016,00:00:00,582
No,293.89,0,0,Clear,26-07-2016,01:00:00,361
No,293.51,0,0,Clear,26-07-2016,02:00:00,278
No,293.73,0,0,Clear,26-07-2016,03:00:00,329
No,293.5,0,0,Clouds,26-07-2016,04:00:00,829
No,293.26,0,0,Clouds,26-07-2016,05:00:00,2889
No,293.1,0,0,Clouds,26-07-2016,06:00:00,5363
No,293.96,0,0,Clouds,26-07-2016,07:00:00,6121
No,295.66,0,0,Clouds,26-07-2016,08:00:00,5392
No,298.11,0,0,Clouds,26-07-2016,09:00:00,4357
No,299.71,0,0,Clouds,26-07-2016,10:00:00,4098
No,301.22,0,0,Clouds,26-07-2016,11:00:00,4239
No,302.76,0,0,Clouds,26-07-2016,12:00:00,4254
No,303.51,0,0,Clouds,26-07-2016,13:00:00,4251
No,304.37,0,0,Clouds,26-07-2016,14:00:00,4437
No,304.56,0,0,Clouds,26-07-2016,15:00:00,5215
No,304.46,0,0,Clouds,26-07-2016,16:00:00,6077
No,304.18,0,0,Clouds,26-07-2016,17:00:00,5603
No,303.18,0,0,Clouds,26-07-2016,18:00:00,4259
No,301.42,0,0,Clouds,26-07-2016,19:00:00,3060
No,300.73,0,0,Clouds,26-07-2016,20:00:00,2652
No,298.84,0,0,Clouds,26-07-2016,21:00:00,2636
No,297.69,0,0,Clouds,26-07-2016,22:00:00,1908
No,296.94,0,0,Clouds,26-07-2016,23:00:00,1078
No,296.63,0,0,Clouds,27-07-2016,00:00:00,622
No,296.51,0,0,Clouds,27-07-2016,01:00:00,380
No,296.32,0,0,Clouds,27-07-2016,02:00:00,341
No,296.4,0,0,Rain,27-07-2016,03:00:00,498
No,296.58,0,0,Thunderstorm,27-07-2016,04:00:00,1254
No,296.14,0,0,Rain,27-07-2016,05:00:00,3061
No,295.55,0,0,Clouds,27-07-2016,06:00:00,5316
No,295.49,0,0,Clouds,27-07-2016,07:00:00,6226
No,295.78,0,0,Clouds,27-07-2016,08:00:00,5441
No,296.43,0,0,Rain,27-07-2016,09:00:00,4412
No,297.37,0,0,Drizzle,27-07-2016,10:00:00,4374
No,297.37,0,0,Rain,27-07-2016,10:00:00,4374
No,298.33,0,0,Clouds,27-07-2016,11:00:00,4316
No,298.56,0,0,Rain,27-07-2016,12:00:00,4338
No,298.56,0,0,Drizzle,27-07-2016,12:00:00,4338
No,297.78,5.89,0,Rain,27-07-2016,13:00:00,4336
No,297.78,5.89,0,Thunderstorm,27-07-2016,13:00:00,4336
No,296.73,1.02,0,Rain,27-07-2016,14:00:00,4211
No,296.73,1.02,0,Thunderstorm,27-07-2016,14:00:00,4211
No,296.73,1.02,0,Mist,27-07-2016,14:00:00,4211
No,296.73,1.02,0,Squall,27-07-2016,14:00:00,4211
No,296.15,0,0,Thunderstorm,27-07-2016,15:00:00,4941
No,296.15,0,0,Rain,27-07-2016,15:00:00,4941
No,296.15,0,0,Drizzle,27-07-2016,15:00:00,4941
No,295.08,1.3,0,Rain,27-07-2016,16:00:00,5530
No,295.08,1.3,0,Thunderstorm,27-07-2016,16:00:00,5530
No,295.08,1.3,0,Mist,27-07-2016,16:00:00,5530
No,295.07,0.51,0,Rain,27-07-2016,17:00:00,5863
No,295.07,0.51,0,Thunderstorm,27-07-2016,17:00:00,5863
No,295.6,0,0,Rain,27-07-2016,18:00:00,4223
No,295.35,0,0,Clouds,27-07-2016,19:00:00,2991
No,294.39,0,0,Clouds,27-07-2016,20:00:00,2456
No,293.7,0,0,Clouds,27-07-2016,21:00:00,2399
No,293.29,0,0,Clouds,27-07-2016,22:00:00,1580
No,292.75,0,0,Rain,27-07-2016,23:00:00,1065
No,292.46,0,0,Rain,28-07-2016,00:00:00,602
No,292.16,0,0,Clouds,28-07-2016,01:00:00,379
No,291.59,0,0,Clouds,28-07-2016,02:00:00,284
No,291.26,0,0,Clouds,28-07-2016,03:00:00,295
No,291.17,0,0,Clouds,28-07-2016,04:00:00,817
No,291.11,0,0,Mist,28-07-2016,05:00:00,2860
No,291.03,0,0,Clouds,28-07-2016,06:00:00,5269
No,290.97,0,0,Mist,28-07-2016,07:00:00,6090
No,291.09,0,0,Mist,28-07-2016,08:00:00,5266
No,291.42,0,0,Mist,28-07-2016,09:00:00,4444
No,292.15,0,0,Mist,28-07-2016,10:00:00,4066
No,292.66,0,0,Clouds,28-07-2016,11:00:00,4349
No,293.78,0,0,Clouds,28-07-2016,12:00:00,4664
No,295.21,0,0,Clouds,28-07-2016,13:00:00,4338
No,296.26,0,0,Clouds,28-07-2016,14:00:00,5038
No,296.42,0,0,Clouds,28-07-2016,15:00:00,5351
No,296.79,0,0,Clouds,28-07-2016,16:00:00,5978
No,296.72,0,0,Clouds,28-07-2016,17:00:00,5790
No,296.27,0,0,Clouds,28-07-2016,18:00:00,4179
No,295.95,0,0,Clouds,28-07-2016,19:00:00,3209
No,295.34,0,0,Clouds,28-07-2016,20:00:00,2833
No,293.92,0,0,Clouds,28-07-2016,21:00:00,2659
No,292.64,0,0,Clouds,28-07-2016,22:00:00,1961
No,291.85,0,0,Clouds,28-07-2016,23:00:00,1375
No,290.93,0,0,Clouds,29-07-2016,00:00:00,716
No,290.34,0,0,Clouds,29-07-2016,01:00:00,438
No,290.04,0,0,Clouds,29-07-2016,02:00:00,359
No,289.47,0.3,0,Rain,29-07-2016,03:00:00,391
No,289.09,0,0,Clouds,29-07-2016,04:00:00,840
No,288.39,0,0,Clouds,29-07-2016,05:00:00,2623
No,287.9,0,0,Clouds,29-07-2016,06:00:00,4899
No,288.31,0,0,Clouds,29-07-2016,07:00:00,5546
No,290.06,0,0,Clouds,29-07-2016,08:00:00,4523
No,292.04,0,0,Clouds,29-07-2016,09:00:00,4125
No,293.78,0,0,Clouds,29-07-2016,10:00:00,4068
No,295,0,0,Clouds,29-07-2016,11:00:00,4172
No,296.09,0,0,Clouds,29-07-2016,12:00:00,2953
No,296.93,0,0,Clear,29-07-2016,13:00:00,3046
No,297.55,0,0,Clouds,29-07-2016,14:00:00,3168
No,298.3,0,0,Clouds,29-07-2016,15:00:00,5240
No,298.32,0,0,Clouds,29-07-2016,16:00:00,5697
No,298.42,0,0,Clouds,29-07-2016,17:00:00,4818
No,297.84,0,0,Clouds,29-07-2016,18:00:00,4239
No,297.31,0,0,Clouds,29-07-2016,19:00:00,3526
No,295.43,0,0,Clouds,29-07-2016,20:00:00,2658
No,292.85,0,0,Clouds,29-07-2016,21:00:00,2794
No,290.84,0,0,Clouds,29-07-2016,22:00:00,2651
No,290.45,0,0,Clouds,29-07-2016,23:00:00,3206
No,290.06,0,0,Clouds,30-07-2016,00:00:00,735
No,289.78,0,0,Clouds,30-07-2016,01:00:00,458
No,289.63,0,0,Clouds,30-07-2016,02:00:00,326
No,289.47,0,0,Clouds,30-07-2016,03:00:00,230
No,288.96,0,0,Clear,30-07-2016,04:00:00,237
No,288.92,0,0,Clouds,30-07-2016,05:00:00,830
No,289.23,0,0,Mist,30-07-2016,06:00:00,1350
No,289.81,0,0,Clouds,30-07-2016,07:00:00,1868
No,291.32,0,0,Clouds,30-07-2016,08:00:00,2497
No,293.09,0,0,Clouds,30-07-2016,09:00:00,1644
No,295.05,0,0,Clouds,30-07-2016,10:00:00,1802
No,296.28,0,0,Clouds,30-07-2016,11:00:00,1967
No,297.27,0,0,Clouds,30-07-2016,12:00:00,2107
No,298.59,0,0,Clouds,30-07-2016,13:00:00,3932
No,299.41,0,0,Clouds,30-07-2016,14:00:00,3993
No,299.47,0,0,Clouds,30-07-2016,15:00:00,4039
No,299.91,0,0,Clouds,30-07-2016,16:00:00,4128
No,299.39,0,0,Clouds,30-07-2016,17:00:00,4093
No,298.17,0,0,Rain,30-07-2016,18:00:00,3553
No,298.23,0,0,Clouds,30-07-2016,19:00:00,3075
No,297.05,0,0,Clouds,30-07-2016,20:00:00,2838
No,295.28,0,0,Clouds,30-07-2016,21:00:00,2892
No,293.84,0,0,Clouds,30-07-2016,22:00:00,2713
No,293.1,0,0,Clouds,30-07-2016,23:00:00,2096
No,292.65,0,0,Clouds,31-07-2016,00:00:00,664
No,292.46,0,0,Clouds,31-07-2016,01:00:00,471
No,292.31,0,0,Clouds,31-07-2016,02:00:00,330
No,292.08,0,0,Clouds,31-07-2016,03:00:00,204
No,292.02,0,0,Rain,31-07-2016,04:00:00,196
No,291.84,0,0,Clouds,31-07-2016,05:00:00,631
No,291.79,0,0,Mist,31-07-2016,06:00:00,1033
No,292.3,0,0,Mist,31-07-2016,07:00:00,1314
No,293.68,0,0,Clouds,31-07-2016,08:00:00,1872
No,295.11,0,0,Clouds,31-07-2016,09:00:00,1316
No,296.14,0,0,Clouds,31-07-2016,10:00:00,1872
No,298,0,0,Clouds,31-07-2016,11:00:00,1825
No,299.04,0,0,Clouds,31-07-2016,12:00:00,2230
No,300.21,0,0,Clouds,31-07-2016,13:00:00,3932
No,300.17,0,0,Clouds,31-07-2016,14:00:00,3993
No,301.01,0,0,Clouds,31-07-2016,15:00:00,4039
No,300.9,0,0,Clouds,31-07-2016,16:00:00,4128
No,300.78,0,0,Clouds,31-07-2016,17:00:00,4093
No,300.48,0,0,Clouds,31-07-2016,18:00:00,3553
No,299.62,0,0,Clear,31-07-2016,19:00:00,3075
No,298.77,0,0,Clouds,31-07-2016,20:00:00,2838
No,297.36,0,0,Clouds,31-07-2016,21:00:00,2892
No,296.62,0,0,Clouds,31-07-2016,22:00:00,2713
No,295.94,0,0,Clouds,31-07-2016,23:00:00,2096
No,295.3,0,0,Clouds,01-08-2016,00:00:00,705
No,294.95,0,0,Clouds,01-08-2016,01:00:00,485
No,294.83,0,0,Clouds,01-08-2016,02:00:00,296
No,294.24,0.3,0,Rain,01-08-2016,03:00:00,394
No,293.7,0,0,Clear,01-08-2016,04:00:00,886
No,293.53,0,0,Clouds,01-08-2016,05:00:00,2814
No,293.25,0,0,Mist,01-08-2016,06:00:00,5049
No,293.54,0,0,Clouds,01-08-2016,07:00:00,5874
No,294.99,0,0,Clouds,01-08-2016,08:00:00,5159
No,296.54,0,0,Clouds,01-08-2016,09:00:00,4454
No,297.63,0,0,Clouds,01-08-2016,10:00:00,3512
No,299.18,0,0,Clouds,01-08-2016,11:00:00,4592
No,299.77,0,0,Clouds,01-08-2016,12:00:00,4517
No,300.8,0,0,Clouds,01-08-2016,13:00:00,4366
No,301.48,0,0,Clouds,01-08-2016,14:00:00,4614
No,301.69,0,0,Clouds,01-08-2016,15:00:00,4963
No,301.85,0,0,Clouds,01-08-2016,16:00:00,5940
No,301.18,0,0,Clouds,01-08-2016,17:00:00,5466
No,300.65,0,0,Clouds,01-08-2016,18:00:00,4000
No,300.1,0,0,Rain,01-08-2016,19:00:00,2878
No,298.97,0,0,Clouds,01-08-2016,20:00:00,2495
No,298.17,0,0,Clouds,01-08-2016,21:00:00,2388
No,297.14,0,0,Clouds,01-08-2016,22:00:00,1898
No,296.78,0,0,Clouds,01-08-2016,23:00:00,1184
No,296.35,0,0,Clouds,02-08-2016,00:00:00,674
No,296.38,0,0,Clouds,02-08-2016,01:00:00,529
No,296.24,0,0,Clouds,02-08-2016,02:00:00,424
No,295.73,0,0,Clear,02-08-2016,03:00:00,465
No,295.39,0,0,Clouds,02-08-2016,04:00:00,1005
No,295.27,0,0,Clouds,02-08-2016,05:00:00,3009
No,295.25,0,0,Clouds,02-08-2016,06:00:00,5344
No,295.41,0,0,Mist,02-08-2016,07:00:00,6485
No,296.3,0,0,Clouds,02-08-2016,08:00:00,5462
No,297.55,0,0,Clouds,02-08-2016,09:00:00,4554
No,298.68,0,0,Clouds,02-08-2016,10:00:00,4250
No,300.48,0,0,Clouds,02-08-2016,11:00:00,4390
No,300.78,0,0,Clouds,02-08-2016,12:00:00,4452
No,302,0,0,Clouds,02-08-2016,13:00:00,4600
No,302.78,0,0,Thunderstorm,02-08-2016,14:00:00,4923
No,303.32,0,0,Clouds,02-08-2016,15:00:00,5261
No,302.74,0,0,Clouds,02-08-2016,16:00:00,6114
No,303.37,0,0,Clouds,02-08-2016,17:00:00,5720
No,303.19,0,0,Clouds,02-08-2016,18:00:00,4094
No,302.53,0,0,Clouds,02-08-2016,19:00:00,3166
No,300.82,0,0,Clouds,02-08-2016,20:00:00,2698
No,299.18,0,0,Clear,02-08-2016,21:00:00,2514
No,297.92,0,0,Clouds,02-08-2016,22:00:00,2296
No,297.58,0,0,Clouds,02-08-2016,23:00:00,1217
No,296.93,0,0,Clouds,03-08-2016,00:00:00,662
No,296.35,0,0,Clear,03-08-2016,01:00:00,432
No,295.75,0,0,Clouds,03-08-2016,02:00:00,667
No,295.06,0.6,0,Rain,03-08-2016,03:00:00,434
No,294.33,0,0,Mist,03-08-2016,04:00:00,894
No,294.33,0,0,Fog,03-08-2016,04:00:00,894
No,294,0,0,Fog,03-08-2016,05:00:00,2875
No,294,0,0,Mist,03-08-2016,05:00:00,2875
No,293.5,0,0,Fog,03-08-2016,06:00:00,5194
No,293.5,0,0,Mist,03-08-2016,06:00:00,5194
No,294.11,0,0,Fog,03-08-2016,07:00:00,5897
No,294.11,0,0,Mist,03-08-2016,07:00:00,5897
No,296.11,0,0,Mist,03-08-2016,08:00:00,5748
No,298.68,0,0,Clouds,03-08-2016,09:00:00,4442
No,299.98,0,0,Clouds,03-08-2016,10:00:00,4120
No,302.09,0,0,Clear,03-08-2016,11:00:00,4122
No,302.92,0,0,Clouds,03-08-2016,12:00:00,4197
No,303.89,0,0,Clouds,03-08-2016,13:00:00,4178
No,304.15,0,0,Clouds,03-08-2016,14:00:00,4382
No,304.24,0,0,Clear,03-08-2016,15:00:00,5377
No,304.24,0,0,Clear,03-08-2016,16:00:00,6064
No,304.02,0,0,Clear,03-08-2016,17:00:00,5818
No,303.67,0,0,Clear,03-08-2016,18:00:00,4594
No,301.93,0,0,Clear,03-08-2016,19:00:00,3003
No,300.83,0,0,Clear,03-08-2016,20:00:00,2579
No,299.17,0,0,Clear,03-08-2016,21:00:00,2360
No,298.3,0,0,Clear,03-08-2016,22:00:00,1618
No,298.09,0,0,Clear,03-08-2016,23:00:00,1275
No,297.83,0,0,Clouds,04-08-2016,00:00:00,766
No,297.74,0,0,Clouds,04-08-2016,01:00:00,508
No,297.33,0,0,Clouds,04-08-2016,02:00:00,492
No,297.37,0,0,Clear,04-08-2016,03:00:00,470
No,297.44,0,0,Clear,04-08-2016,04:00:00,928
No,297.62,0,0,Clear,04-08-2016,05:00:00,2770
No,296.95,0,0,Clouds,04-08-2016,06:00:00,4912
No,294.92,16.51,0,Rain,04-08-2016,07:00:00,5724
No,294.06,12.83,0,Rain,04-08-2016,08:00:00,4669
No,293.83,0.64,0,Rain,04-08-2016,09:00:00,4732
No,294.61,0.25,0,Rain,04-08-2016,10:00:00,4272
No,295.68,0.28,0,Rain,04-08-2016,11:00:00,4517
No,296.58,0.3,0,Rain,04-08-2016,12:00:00,4858
No,298.62,0,0,Rain,04-08-2016,13:00:00,4835
No,300.36,0,0,Rain,04-08-2016,14:00:00,5131
No,300.82,0,0,Rain,04-08-2016,15:00:00,5670
No,301.02,0,0,Rain,04-08-2016,16:00:00,6056
No,300.48,0,0,Rain,04-08-2016,17:00:00,5308
No,299.6,0,0,Clear,04-08-2016,18:00:00,4243
No,297.7,0,0,Clear,04-08-2016,19:00:00,3089
No,296,0,0,Clear,04-08-2016,20:00:00,3103
No,293.36,0,0,Clear,04-08-2016,21:00:00,3048
No,292.37,0,0,Clear,04-08-2016,22:00:00,2378
No,292.14,0,0,Clear,04-08-2016,23:00:00,1424
No,292.08,0,0,Clear,05-08-2016,00:00:00,1022
No,291.7,0,0,Clear,05-08-2016,01:00:00,584
No,291.37,0,0,Clear,05-08-2016,02:00:00,583
No,290.96,0,0,Clear,05-08-2016,03:00:00,586
No,290.61,0,0,Clear,05-08-2016,04:00:00,926
No,289.6,0,0,Clear,05-08-2016,05:00:00,2756
No,289.17,0,0,Clear,05-08-2016,06:00:00,4950
No,289.37,0,0,Clear,05-08-2016,07:00:00,5720
No,291.05,0,0,Clear,05-08-2016,08:00:00,5069
No,292.54,0,0,Clear,05-08-2016,09:00:00,4510
No,293.61,0,0,Clear,05-08-2016,10:00:00,4668
No,295.47,0,0,Clear,05-08-2016,11:00:00,4694
No,296.47,0,0,Clear,05-08-2016,12:00:00,5011
No,297,0,0,Clear,05-08-2016,13:00:00,4781
No,296.69,0,0,Clear,05-08-2016,14:00:00,5088
No,297.77,0,0,Clear,05-08-2016,15:00:00,5382
No,298.11,0,0,Clear,05-08-2016,16:00:00,5592
No,297.37,0,0,Clear,05-08-2016,17:00:00,4947
No,296.9,0,0,Clear,05-08-2016,18:00:00,4457
No,296.35,0,0,Clear,05-08-2016,19:00:00,3516
No,294.51,0,0,Clear,05-08-2016,20:00:00,2755
No,292.15,0,0,Clear,05-08-2016,21:00:00,3021
No,291.03,0,0,Clear,05-08-2016,22:00:00,3274
No,290.03,0,0,Clear,05-08-2016,23:00:00,2497
No,289.47,0,0,Clear,06-08-2016,00:00:00,1794
No,288.92,0,0,Clear,06-08-2016,01:00:00,1178
No,288.47,0,0,Clear,06-08-2016,02:00:00,896
No,288.74,0,0,Clear,06-08-2016,03:00:00,642
No,287.91,0,0,Clear,06-08-2016,04:00:00,680
No,287.25,0,0,Clear,06-08-2016,05:00:00,1123
No,287.14,0,0,Clear,06-08-2016,06:00:00,1885
No,288.19,0,0,Clear,06-08-2016,07:00:00,2409
No,290.51,0,0,Clear,06-08-2016,08:00:00,3151
No,292.6,0,0,Clear,06-08-2016,09:00:00,4183
No,294.39,0,0,Clear,06-08-2016,10:00:00,4721
No,296.48,0,0,Clear,06-08-2016,11:00:00,4826
No,297.25,0,0,Clear,06-08-2016,12:00:00,4805
No,298.25,0,0,Clear,06-08-2016,13:00:00,4597
No,299.01,0,0,Clear,06-08-2016,14:00:00,4773
No,299.8,0,0,Clear,06-08-2016,15:00:00,4850
No,299.49,0,0,Clear,06-08-2016,16:00:00,4482
No,298.86,0,0,Clear,06-08-2016,17:00:00,4333
No,298.88,0,0,Clear,06-08-2016,18:00:00,4175
No,297.91,0,0,Clear,06-08-2016,19:00:00,3470
No,295.63,0,0,Clear,06-08-2016,20:00:00,3544
No,292.93,0,0,Clear,06-08-2016,21:00:00,3225
No,291.19,0,0,Clear,06-08-2016,22:00:00,3069
No,290.53,0,0,Clear,06-08-2016,23:00:00,2368
No,289.91,0,0,Clear,07-08-2016,00:00:00,1875
No,289.47,0,0,Clear,07-08-2016,01:00:00,1023
No,289.02,0,0,Clear,07-08-2016,02:00:00,814
No,288.57,0,0,Clouds,07-08-2016,03:00:00,561
No,288.34,0,0,Clouds,07-08-2016,04:00:00,541
No,288.02,0,0,Clouds,07-08-2016,05:00:00,714
No,287.64,0,0,Clouds,07-08-2016,06:00:00,1038
No,288.64,0,0,Clouds,07-08-2016,07:00:00,1477
No,289.91,0,0,Clouds,07-08-2016,08:00:00,2028
No,293.38,0,0,Clear,07-08-2016,09:00:00,2897
No,295.47,0,0,Clear,07-08-2016,10:00:00,3764
No,298,0,0,Clouds,07-08-2016,11:00:00,4185
No,298.82,0,0,Clouds,07-08-2016,12:00:00,4984
No,299.59,0,0,Clouds,07-08-2016,13:00:00,4799
No,300.48,0,0,Clouds,07-08-2016,14:00:00,4693
No,301.49,0,0,Clouds,07-08-2016,15:00:00,4673
No,301.35,0,0,Clouds,07-08-2016,16:00:00,4586
No,300.68,0,0,Clouds,07-08-2016,17:00:00,4593
No,299.92,0,0,Clear,07-08-2016,18:00:00,4350
No,298.93,0,0,Clear,07-08-2016,19:00:00,3838
No,295.99,0,0,Clear,07-08-2016,20:00:00,3353
No,294.38,0,0,Clear,07-08-2016,21:00:00,2777
No,293.11,0,0,Clear,07-08-2016,22:00:00,2628
No,292.29,0,0,Clear,07-08-2016,23:00:00,1702
No,291.93,0,0,Clear,08-08-2016,00:00:00,848
No,291.81,0,0,Clear,08-08-2016,01:00:00,660
No,291.36,0,0,Clear,08-08-2016,02:00:00,440
No,290.8,0,0,Clear,08-08-2016,03:00:00,457
No,289.94,0,0,Clear,08-08-2016,04:00:00,966
No,289.61,0,0,Clear,08-08-2016,05:00:00,2812
No,289.5,0,0,Clear,08-08-2016,06:00:00,5151
No,290.51,0,0,Clear,08-08-2016,07:00:00,5738
No,292.98,0,0,Clouds,08-08-2016,08:00:00,5366
No,294.81,0,0,Clouds,08-08-2016,09:00:00,4386
No,296.28,0,0,Clouds,08-08-2016,10:00:00,4061
No,297.71,0,0,Clouds,08-08-2016,11:00:00,4266
No,298.83,0,0,Clear,08-08-2016,12:00:00,4473
No,299.58,0,0,Clear,08-08-2016,13:00:00,4747
No,299.95,0,0,Clear,08-08-2016,14:00:00,4748
No,300.71,0,0,Clear,08-08-2016,15:00:00,5110
No,300.37,0,0,Clear,08-08-2016,16:00:00,5828
No,300.04,0,0,Clear,08-08-2016,17:00:00,5430
No,299.6,0,0,Clear,08-08-2016,18:00:00,4093
No,298.6,0,0,Clear,08-08-2016,19:00:00,2935
No,296.83,0,0,Clear,08-08-2016,20:00:00,2542
No,295.16,0,0,Clouds,08-08-2016,21:00:00,2197
No,294.25,0,0,Clouds,08-08-2016,22:00:00,1566
No,294.04,0,0,Clouds,08-08-2016,23:00:00,1082
No,293.82,0,0,Clouds,09-08-2016,00:00:00,662
No,294.06,0,0,Clouds,09-08-2016,01:00:00,554
No,293.61,0,0,Clouds,09-08-2016,02:00:00,440
No,293.03,0.6,0,Rain,09-08-2016,03:00:00,484
No,292.92,0.3,0,Rain,09-08-2016,04:00:00,986
No,292.63,0,0,Clouds,09-08-2016,05:00:00,2999
No,295.59,0,0,Clouds,09-08-2016,06:00:00,5396
No,295.59,0,0,Clouds,09-08-2016,07:00:00,6148
No,295.59,0,0,Clouds,09-08-2016,08:00:00,4748
No,299.001,0,0,Clouds,09-08-2016,09:00:00,4334
No,299.001,0,0,Clouds,09-08-2016,10:00:00,4107
No,299.001,0,0,Clouds,09-08-2016,11:00:00,4239
No,302.588,0,0,Clouds,09-08-2016,12:00:00,4478
No,302.588,0,0,Clouds,09-08-2016,13:00:00,4414
No,302.588,0,0,Clouds,09-08-2016,14:00:00,4525
No,304.775,0,0,Clear,09-08-2016,15:00:00,4694
No,304.775,0,0,Clear,09-08-2016,16:00:00,6074
No,304.775,0,0,Clear,09-08-2016,17:00:00,5617
No,304.399,0,0,Clear,09-08-2016,18:00:00,4214
No,304.399,0,0,Clear,09-08-2016,19:00:00,3032
No,304.399,0,0,Clear,09-08-2016,20:00:00,2639
No,299.781,0,0,Clear,09-08-2016,21:00:00,2766
No,299.781,0,0,Clear,09-08-2016,22:00:00,2781
No,299.781,0,0,Clear,09-08-2016,23:00:00,2634
No,297.31,0,0,Clear,10-08-2016,00:00:00,811
No,297.04,0,0,Clear,10-08-2016,01:00:00,534
No,296.83,0,0,Clear,10-08-2016,02:00:00,443
No,296.59,0,0,Clouds,10-08-2016,03:00:00,485
No,296.43,0,0,Clouds,10-08-2016,04:00:00,1045
No,297.66,0,0,Clouds,10-08-2016,05:00:00,2899
No,295.58,0,0,Clear,10-08-2016,06:00:00,5218
No,295.37,0,0,Clear,10-08-2016,07:00:00,6200
No,295.7,0,0,Clear,10-08-2016,08:00:00,5686
No,296.8,0,0,Clear,10-08-2016,09:00:00,4255
No,298.45,0,0,Clear,10-08-2016,10:00:00,4119
No,300.65,0,0,Clear,10-08-2016,11:00:00,4146
No,301.67,0,0,Clear,10-08-2016,12:00:00,4283
No,303.8,0,0,Clear,10-08-2016,13:00:00,4243
No,304.49,0,0,Clear,10-08-2016,14:00:00,4443
No,304.6,0,0,Clear,10-08-2016,15:00:00,4626
No,304.37,0,0,Clear,10-08-2016,16:00:00,6010
No,302.59,0,0,Clear,10-08-2016,17:00:00,6033
No,301.49,0,0,Clouds,10-08-2016,18:00:00,4554
No,299.06,0,0,Clouds,10-08-2016,19:00:00,3390
No,295.87,5.08,0,Rain,10-08-2016,20:00:00,2505
No,292.7,18.42,0,Rain,10-08-2016,21:00:00,1904
No,292.81,1.78,0,Rain,10-08-2016,22:00:00,1791
No,293.12,5.06,0,Rain,10-08-2016,23:00:00,1089
No,292.82,1.49,0,Rain,11-08-2016,00:00:00,814
No,292.38,3.3,0,Rain,11-08-2016,01:00:00,539
No,292.59,1.95,0,Rain,11-08-2016,02:00:00,442
No,292.58,9,0,Rain,11-08-2016,03:00:00,478
No,292.82,3.94,0,Rain,11-08-2016,04:00:00,941
No,292.72,8.86,0,Rain,11-08-2016,05:00:00,2736
No,292.6,1.52,0,Rain,11-08-2016,06:00:00,4953
No,292.71,0.25,0,Rain,11-08-2016,07:00:00,5863
No,293.02,0,0,Rain,11-08-2016,08:00:00,5568
No,293.98,0,0,Rain,11-08-2016,09:00:00,4785
No,294.47,0,0,Rain,11-08-2016,10:00:00,4369
No,296.28,0,0,Clouds,11-08-2016,11:00:00,4696
No,296.91,0,0,Clouds,11-08-2016,12:00:00,4622
No,299.24,0,0,Clouds,11-08-2016,13:00:00,4643
No,299.29,0,0,Clouds,11-08-2016,14:00:00,5154
No,300.59,0,0,Clouds,11-08-2016,15:00:00,5365
No,299.75,0,0,Clouds,11-08-2016,16:00:00,6048
No,299.82,0,0,Rain,11-08-2016,17:00:00,5648
No,299.18,0,0,Rain,11-08-2016,18:00:00,4252
No,298.46,0,0,Rain,11-08-2016,19:00:00,3353
No,297.31,0,0,Rain,11-08-2016,20:00:00,2859
No,296.47,0,0,Rain,11-08-2016,21:00:00,3055
No,295.7,0,0,Rain,11-08-2016,22:00:00,2726
No,295.26,0,0,Rain,11-08-2016,23:00:00,1358
No,295.22,0,0,Rain,12-08-2016,00:00:00,874
No,295.03,0,0,Rain,12-08-2016,01:00:00,556
No,294.77,0,0,Rain,12-08-2016,02:00:00,436
No,294.36,0,0,Rain,12-08-2016,03:00:00,549
No,293.81,0,0,Rain,12-08-2016,04:00:00,1056
No,293.77,0,0,Clouds,12-08-2016,05:00:00,2864
No,293.36,0,0,Clouds,12-08-2016,06:00:00,5232
No,293.37,0,0,Clouds,12-08-2016,07:00:00,6034
No,294.13,0,0,Clouds,12-08-2016,08:00:00,5393
No,295.04,0,0,Clouds,12-08-2016,09:00:00,4497
No,295.78,0,0,Clouds,12-08-2016,10:00:00,4222
No,295.65,0,0,Clouds,12-08-2016,11:00:00,4394
No,295.99,0,0,Clouds,12-08-2016,12:00:00,4520
No,297.73,0,0,Clouds,12-08-2016,13:00:00,4568
No,298.15,0,0,Clouds,12-08-2016,14:00:00,4773
No,297.26,0,0,Clouds,12-08-2016,15:00:00,5442
No,295.88,1.34,0,Rain,12-08-2016,16:00:00,5729
No,294.58,5.99,0,Rain,12-08-2016,17:00:00,4877
No,293.99,8,0,Rain,12-08-2016,18:00:00,3942
No,293.54,1.27,0,Rain,12-08-2016,19:00:00,3045
No,293.48,0,0,Rain,12-08-2016,20:00:00,2620
No,293.06,0,0,Rain,12-08-2016,21:00:00,2611
No,292.83,0,0,Rain,12-08-2016,22:00:00,2451
No,292.5,0,0,Rain,12-08-2016,23:00:00,1752
No,292.16,0,0,Clear,13-08-2016,00:00:00,1721
No,291.92,0.25,0,Rain,13-08-2016,01:00:00,1165
No,292.04,0,0,Clear,13-08-2016,02:00:00,692
No,291.01,1.2,0,Rain,13-08-2016,03:00:00,404
